,Published Date,Account,Account Type,Campaign Name,Total Impressions,Total Engagements,Media Type
718,2023-03-14 14:28:55.360,DOTA2,TWITTER,N/A ,81,12,Photo
719,2023-03-14 14:11:42.472,General,LINKEDIN_COMPANY,Community Engagement ,1433,27,Photo
720,2023-03-14 14:05:05.000,General ,INSTAGRAM,N/A ,0,0,Photo
721,2023-03-14 14:05:04.946,General ,INSTAGRAM,N/A ,0,0,Photo
722,2023-03-14 14:04:50.000,General ,INSTAGRAM,Community Engagement ,4044,0,Video
723,2023-03-14 14:00:01.000,General ,FBPAGE,Community Engagement ,23048,641,Photo
724,2023-03-14 13:53:31.417,General ,TWITTER,Community Engagement ,293,8,Video
725,2023-03-14 13:52:30.468,General,LINKEDIN_COMPANY,Community Engagement ,2754,42,Photo
726,2023-03-14 13:52:24.782,General ,TWITTER,Community Engagement ,22048,275,Photo
727,2023-03-14 13:50:33.337,DOTA2,TWITTER,Community Engagement ,1114,74,Photo
728,2023-03-14 13:50:32.000,General ,FBPAGE,Community Engagement ,19872,2222,Photo
729,2023-03-14 12:00:39.000,General ,INSTAGRAM,Evergreen ,9118,87,Video
730,2023-03-14 12:00:06.000,General ,TIKTOK_BUSINESS,Evergreen ,286,5,Video
731,2023-03-14 10:47:15.000,Valorant,YOUTUBE,Evil Exhibited ,442,17,Video
732,2023-03-14 10:05:48.065,DOTA2,TWITTER,Evil Exhibited ,1094,36,Text
733,2023-03-14 10:04:37.292,DOTA2,TWITTER,N/A ,0,0,Video
734,2023-03-14 09:30:45.000,General ,INSTAGRAM,Evergreen ,12644,263,Video
735,2023-03-14 09:30:06.000,General ,TIKTOK_BUSINESS,Evergreen ,14656,1659,Video
736,2023-03-14 09:27:49.728,General ,TWITTER,Evil Exhibited ,3891,165,Video
737,2023-03-14 09:26:58.726,General ,TWITTER,N/A ,0,0,Video
738,2023-03-14 09:14:16.061,DOTA2,TWITTER,N/A ,1052,97,Photo
739,2023-03-14 09:14:02.000,General ,FBPAGE,N/A ,0,0,Photo
740,2023-03-14 09:14:01.000,General ,FBPAGE,N/A ,0,0,Photo
741,2023-03-14 09:13:39.400,DOTA2,TWITTER,Community Engagement ,7301,966,Photo
742,2023-03-14 09:13:39.000,General ,FBPAGE,Community Engagement ,22829,7054,Photo
743,2023-03-14 09:13:39.000,General ,FBPAGE,Community Engagement ,22829,7054,Photo
744,2023-03-14 09:13:39.000,General ,FBPAGE,Community Engagement ,45658,14107,Photo
745,2023-03-14 09:12:31.586,DOTA2,TWITTER,Evil Exhibited ,1268,22,Text
746,2023-03-14 07:23:43.536,DOTA2,TWITTER,N/A ,134,4,Text
747,2023-03-13 18:37:41.961,General ,TWITTER,Community Engagement ,15114,114,Photo
748,2023-03-13 18:29:37.208,General ,TWITTER,Community Engagement ,15424,299,Video
749,2023-03-13 18:17:47.985,General ,TWITTER,Community Engagement ,113,4,Text
750,2023-03-13 17:37:53.749,General ,TWITTER,Community Engagement ,17863,83,Photo
751,2023-03-13 17:36:35.093,General ,TWITTER,Community Engagement ,16208,245,Video
752,2023-03-13 17:29:35.613,General ,TWITTER,Community Engagement ,332,12,Video
753,2023-03-13 17:25:42.358,General ,TWITTER,Community Engagement ,19404,367,Video
754,2023-03-13 17:22:44.848,General ,TWITTER,N/A ,0,0,Photo
755,2023-03-13 16:42:26.277,General ,TWITTER,Community Engagement ,15510,55,Photo
756,2023-03-13 16:01:35.744,General ,TWITTER,Community Engagement ,16827,94,Photo
757,2023-03-13 12:30:36.000,General ,INSTAGRAM,Evergreen ,129706,1341,Video
758,2023-03-13 12:30:07.796,Valorant,YOUTUBE,Evil Exhibited ,97,5,Video
759,2023-03-13 12:30:06.000,General ,TIKTOK_BUSINESS,Evergreen ,4004,107,Video
760,2023-03-13 11:30:55.161,General,LINKEDIN_COMPANY,Community Engagement ,1593,33,Photo
761,2023-03-13 11:30:52.486,General ,TWITTER,Community Engagement ,15933,143,Photo
762,2023-03-13 10:51:33.000,General ,INSTAGRAM,Evergreen ,7425,96,Video
763,2023-03-13 10:51:01.000,General ,TIKTOK_BUSINESS,Evergreen ,1107,106,Video
764,2023-03-13 10:32:11.000,Valorant,YOUTUBE,Evil Exhibited ,461,13,Video
765,2023-03-12 12:30:07.285,Valorant,YOUTUBE,Evil Exhibited ,69,2,Video
766,2023-03-11 19:03:04.000,General ,INSTAGRAM,Evil Exhibited ,4375,0,Photo
767,2023-03-11 19:01:50.451,General ,TWITTER,Evil Exhibited ,15470,82,Photo
768,2023-03-11 18:55:02.083,DOTA2,TWITTER,Evil Exhibited ,1133,22,Photo
769,2023-03-11 18:01:16.000,General ,INSTAGRAM,Evil Exhibited ,4560,0,Photo
770,2023-03-11 17:59:58.123,General ,TWITTER,Evil Exhibited ,18435,27,Photo
771,2023-03-11 16:58:11.000,General ,INSTAGRAM,Evil Exhibited ,4610,0,Photo
772,2023-03-11 16:55:48.280,General ,TWITTER,Evil Exhibited ,27211,132,Photo
773,2023-03-11 16:55:31.947,DOTA2,TWITTER,Evil Exhibited ,631,5,Photo
774,2023-03-11 16:08:17.000,General ,INSTAGRAM,Evil Exhibited ,4754,0,Photo
775,2023-03-11 16:06:31.133,General ,TWITTER,Evil Exhibited ,15678,43,Photo
776,2023-03-11 16:02:22.418,DOTA2,TWITTER,Evil Exhibited ,992,13,Photo
777,2023-03-11 15:35:46.574,DOTA2,TWITTER,Evil Exhibited ,626,5,Photo
778,2023-03-11 15:32:57.000,General ,INSTAGRAM,Evil Exhibited ,4994,0,Photo
779,2023-03-11 15:30:45.997,General ,TWITTER,Evil Exhibited ,19378,92,Photo
780,2023-03-11 15:19:06.602,DOTA2,TWITTER,Evil Exhibited ,308,2,Text
781,2023-03-11 14:58:53.965,DOTA2,TWITTER,Evil Exhibited ,205,1,Text
782,2023-03-11 14:35:19.000,General ,INSTAGRAM,Evil Exhibited ,5318,0,Photo
783,2023-03-11 14:32:38.385,General ,TWITTER,Community Engagement ,12987,72,Photo
784,2023-03-11 14:27:56.668,General ,TWITTER,Evil Exhibited ,17645,101,Photo
785,2023-03-11 14:26:11.987,DOTA2,TWITTER,Evil Exhibited ,616,9,Photo
786,2023-03-11 14:09:59.000,General ,INSTAGRAM,Evil Exhibited ,10251,174,Video
787,2023-03-11 14:09:08.000,General ,TIKTOK_BUSINESS,Evil Exhibited ,296,14,Video
788,2023-03-11 13:45:49.558,General ,TWITTER,Community Engagement ,12438,48,Photo
789,2023-03-11 13:08:53.130,General ,TWITTER,Community Engagement ,13281,67,Photo
790,2023-03-11 12:39:18.309,General ,TWITTER,N/A ,0,0,Photo
791,2023-03-11 12:30:06.748,Valorant,YOUTUBE,Evil Exhibited ,49,3,Video
792,2023-03-11 11:37:33.000,General ,INSTAGRAM,Evil Exhibited ,6098,0,Photo
793,2023-03-11 11:31:24.913,General ,TWITTER,Evil Exhibited ,36744,240,Photo
794,2023-03-11 11:27:47.350,DOTA2,TWITTER,Evil Exhibited ,617,13,Photo
795,2023-03-11 10:37:02.426,DOTA2,TWITTER,Evil Exhibited ,1391,84,Video
796,2023-03-11 10:36:47.188,General ,TWITTER,Evil Exhibited ,19175,790,Video
797,2023-03-11 09:44:59.542,DOTA2,TWITTER,Evil Exhibited ,1077,11,Text
798,2023-03-11 09:44:35.582,DOTA2,TWITTER,N/A ,0,0,Photo
799,2023-03-11 09:44:18.621,DOTA2,TWITTER,N/A ,90,5,Text
800,2023-03-11 06:30:39.000,General ,INSTAGRAM,Evergreen ,11861,81,Video
801,2023-03-11 06:30:07.000,General ,TIKTOK_BUSINESS,Evergreen ,191,6,Video
802,2023-03-10 17:09:59.309,General ,TWITTER,Community Engagement ,1005,35,Video
803,2023-03-10 17:09:05.185,General ,TWITTER,Community Engagement ,15238,179,Photo
804,2023-03-10 16:53:58.322,General ,TWITTER,N/A ,0,0,Text
805,2023-03-10 16:53:00.754,DOTA2,TWITTER,N/A ,581,4,Photo
806,2023-03-10 16:51:17.652,General ,TWITTER,N/A ,0,0,Text
807,2023-03-10 16:49:35.241,General ,TWITTER,Community Engagement ,23514,479,Photo
808,2023-03-10 16:46:23.368,General ,TWITTER,Community Engagement ,19025,195,Photo
809,2023-03-10 16:45:55.000,General ,FBPAGE,N/A ,7770,393,Photo
810,2023-03-10 16:45:55.000,General ,FBPAGE,N/A ,7770,393,Photo
811,2023-03-10 16:45:55.000,General ,FBPAGE,N/A ,7770,393,Photo
812,2023-03-10 16:45:55.000,General ,FBPAGE,N/A ,23309,1176,Photo
813,2023-03-10 16:45:53.069,DOTA2,TWITTER,N/A ,613,9,Photo
814,2023-03-10 16:39:35.259,DOTA2,TWITTER,N/A ,0,0,Video
815,2023-03-10 16:39:24.332,General ,TWITTER,Community Engagement ,15257,622,Video
816,2023-03-10 16:35:20.809,DOTA2,TWITTER,N/A ,3855,412,Photo
817,2023-03-10 16:13:15.784,DOTA2,TWITTER,N/A ,675,4,Text
818,2023-03-10 15:59:40.000,General ,FBPAGE,N/A ,28713,1031,Photo
819,2023-03-10 15:59:38.140,DOTA2,TWITTER,N/A ,551,5,Photo
820,2023-03-10 15:59:27.818,General ,TWITTER,Community Engagement ,34490,505,Photo
821,2023-03-10 15:49:47.000,General ,INSTAGRAM,Community Engagement ,7394,0,Photo
822,2023-03-10 15:17:02.000,General ,YOUTUBE,N/A ,0,0,Text
823,2023-03-10 15:05:49.000,General ,INSTAGRAM,Evergreen ,9394,89,Video
824,2023-03-10 15:00:07.000,General ,TIKTOK_BUSINESS,Evergreen ,304,6,Video
825,2023-03-10 14:29:25.656,DOTA2,TWITTER,N/A ,1084,20,Photo
826,2023-03-10 14:14:48.000,Content Creators,YOUTUBE,N/A ,2939,88,Video
827,2023-03-10 14:14:30.000,Content Creators,YOUTUBE,N/A ,32,2,Video
828,2023-03-10 14:14:21.000,Content Creators,YOUTUBE,N/A ,5015,70,Video
829,2023-03-10 14:14:08.000,Content Creators,YOUTUBE,N/A ,5685,118,Video
830,2023-03-10 14:13:50.000,Content Creators,YOUTUBE,N/A ,1875,62,Video
831,2023-03-10 14:13:33.000,Content Creators,YOUTUBE,N/A ,2253,53,Video
832,2023-03-10 14:01:02.884,General ,TWITTER,Community Engagement ,17155,445,Video
833,2023-03-10 14:00:58.759,Content Creators,YOUTUBE,Community Engagement ,38,9,Video
834,2023-03-10 14:00:41.000,General ,FBPAGE,Community Engagement ,12299,486,Video
835,2023-03-10 13:45:18.515,DOTA2,TWITTER,N/A ,1667,24,Text
836,2023-03-10 12:37:19.000,General ,FBPAGE,N/A ,0,0,Photo
837,2023-03-10 12:37:06.000,General ,FBPAGE,N/A ,1,940,Photo
838,2023-03-10 12:37:05.000,General ,FBPAGE,N/A ,0,0,Photo
839,2023-03-10 12:15:32.576,Valorant,YOUTUBE,Evil Exhibited ,26,2,Video
840,2023-03-10 12:11:49.921,General ,INSTAGRAM,N/A ,0,0,Photo
841,2023-03-10 12:11:49.895,General ,INSTAGRAM,N/A ,0,0,Photo
842,2023-03-10 12:11:49.865,General ,INSTAGRAM,N/A ,0,0,Photo
843,2023-03-10 12:11:49.861,General ,INSTAGRAM,N/A ,0,0,Photo
844,2023-03-10 12:11:36.000,General ,INSTAGRAM,Community Engagement ,7683,0,Video
845,2023-03-10 12:10:11.000,General ,INSTAGRAM,N/A ,0,0,Photo
846,2023-03-10 12:10:10.516,General ,INSTAGRAM,N/A ,0,0,Photo
847,2023-03-10 12:10:10.511,General ,INSTAGRAM,N/A ,0,0,Photo
848,2023-03-10 12:10:10.492,General ,INSTAGRAM,N/A ,0,0,Photo
849,2023-03-10 12:10:10.468,General ,INSTAGRAM,N/A ,0,0,Photo
850,2023-03-10 12:09:52.000,General ,INSTAGRAM,Community Engagement ,8617,0,Video
851,2023-03-10 11:12:53.851,DOTA2,TWITTER,Evil Exhibited ,917,9,Photo
852,2023-03-10 11:00:13.983,General ,TWITTER,Evil Exhibited ,19333,193,Photo
853,2023-03-10 11:00:11.000,General ,INSTAGRAM,Evil Exhibited ,6811,75,Photo
854,2023-03-10 10:23:25.000,General ,YOUTUBE,N/A ,2494,108,Video
855,2023-03-10 10:23:20.000,General ,YOUTUBE,N/A ,1823,54,Video
856,2023-03-10 10:11:27.000,Valorant,YOUTUBE,Evil Exhibited ,399,30,Video
857,2023-03-10 09:26:13.000,General ,YOUTUBE,N/A ,3383,104,Video
858,2023-03-10 08:48:49.048,General ,TWITTER,Community Engagement ,415457,10638,Text
859,2023-03-10 08:11:43.103,General ,TWITTER,Evil Exhibited ,441,23,Text
860,2023-03-10 06:06:11.000,General ,INSTAGRAM,Evil Exhibited ,8258,92,Video
861,2023-03-10 06:00:09.000,General ,TIKTOK_BUSINESS,Evil Exhibited ,894,31,Video
862,2023-03-09 17:49:56.368,General ,TWITTER,Community Engagement ,1654,59,Text
863,2023-03-09 17:47:12.587,General ,TWITTER,Community Engagement ,30732,325,Text
864,2023-03-09 17:45:56.622,General ,TWITTER,Community Engagement ,35367,647,Photo
865,2023-03-09 17:44:46.000,General ,FBPAGE,N/A ,42080,6682,Photo
866,2023-03-09 17:44:44.935,DOTA2,TWITTER,N/A ,1420,28,Photo
867,2023-03-09 17:42:07.000,General ,INSTAGRAM,N/A ,6349,0,Video
868,2023-03-09 17:32:25.796,DOTA2,TWITTER,N/A ,1496,43,Photo
869,2023-03-09 17:24:15.388,DOTA2,TWITTER,N/A ,747,12,Text
870,2023-03-09 17:23:24.432,General ,TWITTER,Community Engagement ,18354,529,Video
871,2023-03-09 17:20:13.000,General ,INSTAGRAM,Community Engagement ,10952,249,Video
872,2023-03-09 17:14:24.000,General ,INSTAGRAM,Community Engagement ,7164,0,Video
873,2023-03-09 16:45:27.663,General ,TWITTER,Community Engagement ,20207,311,Photo
874,2023-03-09 16:27:24.058,General ,TWITTER,Community Engagement ,6098,124,Photo
875,2023-03-09 16:27:08.371,DOTA2,TWITTER,N/A ,0,0,Text
876,2023-03-09 16:26:13.165,General ,TWITTER,Community Engagement ,16022,261,Text
877,2023-03-09 16:26:12.651,General ,TWITTER,Community Engagement ,44390,479,Photo
878,2023-03-09 16:26:05.000,General ,FBPAGE,N/A ,26522,1593,Photo
879,2023-03-09 16:26:04.720,DOTA2,TWITTER,N/A ,884,18,Photo
880,2023-03-09 16:00:34.000,General ,INSTAGRAM,Evergreen ,9300,98,Video
881,2023-03-09 16:00:06.000,General ,TIKTOK_BUSINESS,Evergreen ,331,4,Video
882,2023-03-09 15:45:01.451,General ,TWITTER,Community Engagement ,16693,164,Photo
883,2023-03-09 15:25:29.641,DOTA2,TWITTER,N/A ,751,18,Photo
884,2023-03-09 15:02:04.379,General ,TWITTER,Community Engagement ,1642,67,Text
885,2023-03-09 15:00:02.668,DOTA2,TWITTER,N/A ,1924,58,Photo
886,2023-03-09 15:00:01.000,General ,FBPAGE,N/A ,100614,10069,Photo
887,2023-03-09 13:53:55.000,Content Creators,YOUTUBE,N/A ,0,0,Text
888,2023-03-09 13:53:00.000,Content Creators,YOUTUBE,N/A ,0,0,Text
889,2023-03-09 13:52:30.000,Content Creators,YOUTUBE,N/A ,0,0,Text
890,2023-03-09 12:30:07.575,Valorant,YOUTUBE,Evil Exhibited ,204,9,Video
891,2023-03-09 12:30:04.625,General ,YOUTUBE,Community Engagement ,507,19,Video
892,2023-03-09 12:09:36.799,CSGO,TWITTER,Community Engagement ,807,19,Text
893,2023-03-09 12:00:03.779,CSGO,TWITTER,Community Engagement ,108651,1538,Photo
894,2023-03-09 11:40:20.000,General ,TIKTOK_BUSINESS,N/A ,0,0,Video
895,2023-03-09 11:08:53.044,DOTA2,TWITTER,Evil Exhibited ,1207,46,Photo
896,2023-03-09 11:00:15.000,General ,INSTAGRAM,Evil Exhibited ,7181,103,Photo
897,2023-03-09 11:00:13.000,General ,INSTAGRAM,N/A ,0,0,Text
898,2023-03-09 11:00:01.940,General ,TWITTER,Evil Exhibited ,13995,153,Photo
899,2023-03-09 09:13:35.000,General ,YOUTUBE,N/A ,0,0,Video
900,2023-03-09 08:28:49.991,DOTA2,TWITTER,Evil Exhibited ,1413,38,Video
901,2023-03-09 07:11:10.049,General,LINKEDIN_COMPANY,Community Engagement ,1571,20,Text
902,2023-03-09 06:06:11.000,General ,INSTAGRAM,Evil Exhibited ,6506,72,Video
903,2023-03-09 06:00:07.000,General ,TIKTOK_BUSINESS,Evil Exhibited ,441,7,Video
904,2023-03-08 19:20:48.613,CSGO,TWITTER,Community Engagement ,3219,103,Photo
905,2023-03-08 17:44:52.757,CSGO,TWITTER,Community Engagement ,2123,31,Photo
906,2023-03-08 16:51:30.612,CSGO,TWITTER,Community Engagement ,2791,77,Photo
907,2023-03-08 16:14:58.676,DOTA2,TWITTER,Evil Exhibited ,1572,37,Photo
908,2023-03-08 15:56:48.545,General ,INSTAGRAM,N/A ,0,0,Photo
909,2023-03-08 15:56:41.000,General ,INSTAGRAM,Community Engagement ,9926,0,Photo
910,2023-03-08 15:02:22.000,General ,INSTAGRAM,Evergreen ,28146,981,Video
911,2023-03-08 15:02:06.000,General ,TIKTOK_BUSINESS,Evergreen ,1712,107,Video
912,2023-03-08 12:30:09.366,Content Creators,YOUTUBE,Community Engagement ,54,7,Video
913,2023-03-08 12:30:04.116,Valorant,YOUTUBE,Evil Exhibited ,28,1,Video
914,2023-03-08 12:17:03.000,General ,YOUTUBE,N/A ,1762,39,Video
915,2023-03-08 11:43:43.000,Content Creators,YOUTUBE,N/A ,929,45,Video
916,2023-03-08 11:41:09.000,General ,INSTAGRAM,Evil Exhibited ,7048,153,Photo
917,2023-03-08 11:41:08.000,General ,INSTAGRAM,N/A ,0,0,Text
918,2023-03-08 11:40:53.012,General ,TWITTER,Evil Exhibited ,22840,396,Photo
919,2023-03-08 10:00:06.767,General,LINKEDIN_COMPANY,Community Engagement ,1161,32,Photo
920,2023-03-08 10:00:05.353,General ,TWITTER,Evil Exhibited ,85655,3810,Photo
921,2023-03-08 06:05:59.000,General ,INSTAGRAM,Evil Exhibited ,6700,82,Video
922,2023-03-08 06:00:09.000,General ,TIKTOK_BUSINESS,Evil Exhibited ,196070,9680,Video
923,2023-03-07 21:00:07.076,General ,YOUTUBE,Evergreen ,341,6,Video
924,2023-03-07 14:53:18.692,General ,TWITTER,Community Engagement ,1451,63,Text
925,2023-03-07 14:15:51.000,Content Creators,YOUTUBE,N/A ,0,0,Text
926,2023-03-07 12:39:21.188,General ,TWITTER,Evil Exhibited ,2388,225,Photo
927,2023-03-07 12:30:06.877,Valorant,YOUTUBE,Evil Exhibited ,53,5,Video
928,2023-03-07 11:39:39.244,General,LINKEDIN_COMPANY,Community Engagement ,1703,40,Link
929,2023-03-07 11:30:41.556,General ,TWITTER,Community Engagement ,18945,496,Photo
930,2023-03-07 11:16:16.523,DOTA2,TWITTER,N/A ,2141,58,Text
931,2023-03-07 11:00:33.000,General ,INSTAGRAM,Evergreen ,13619,204,Video
932,2023-03-07 11:00:06.000,General ,TIKTOK_BUSINESS,Evergreen ,1365,53,Video
933,2023-03-07 09:50:24.000,Content Creators,YOUTUBE,N/A ,0,0,Text
934,2023-03-07 09:37:15.000,Content Creators,YOUTUBE,N/A ,807,36,Video
935,2023-03-07 09:30:50.000,Content Creators,YOUTUBE,N/A ,1643,53,Video
936,2023-03-07 09:30:37.000,Content Creators,YOUTUBE,N/A ,0,0,Video
937,2023-03-07 09:12:15.000,General ,INSTAGRAM,Evergreen ,23484,577,Video
938,2023-03-07 09:00:10.000,General ,TIKTOK_BUSINESS,Evergreen ,288,6,Video
939,2023-03-07 06:06:12.000,General ,INSTAGRAM,Evil Exhibited ,8826,91,Video
940,2023-03-07 06:00:08.000,General ,TIKTOK_BUSINESS,Evil Exhibited ,3064,86,Video
941,2023-03-06 16:32:32.144,General ,TWITTER,Community Engagement ,17157,178,Photo
942,2023-03-06 16:08:12.000,General ,YOUTUBE,N/A ,4338,72,Video
943,2023-03-06 16:08:11.000,General ,YOUTUBE,N/A ,1562,44,Video
944,2023-03-06 15:24:56.584,General ,TWITTER,Evil Exhibited ,1503,22,Text
945,2023-03-06 15:15:44.935,DOTA2,TWITTER,N/A ,4062,172,Link
946,2023-03-06 15:14:39.711,DOTA2,TWITTER,N/A ,8332,73,Text
947,2023-03-06 14:54:54.726,General ,TWITTER,Community Engagement ,13635,82,Photo
948,2023-03-06 14:30:53.471,General ,TWITTER,N/A ,0,0,Video
949,2023-03-06 14:00:48.000,General ,INSTAGRAM,Evil Exhibited ,15742,296,Video
950,2023-03-06 13:57:14.000,General ,TIKTOK_BUSINESS,Evil Exhibited ,1377,99,Video
951,2023-03-06 12:30:10.120,Content Creators,YOUTUBE,Community Engagement ,29,11,Video
952,2023-03-06 12:30:05.324,Valorant,YOUTUBE,Evil Exhibited ,43,4,Video
953,2023-03-06 12:12:12.505,DOTA2,TWITTER,N/A ,64,1,Text
954,2023-03-06 10:18:35.904,General ,TWITTER,Community Engagement ,298,13,Text
955,2023-03-06 09:23:28.000,Valorant,YOUTUBE,Evil Exhibited ,0,0,Text
956,2023-03-06 08:43:11.357,DOTA2,TWITTER,N/A ,5163,180,Text
957,2023-03-06 06:06:04.000,General ,INSTAGRAM,Evil Exhibited ,7670,100,Video
958,2023-03-06 06:00:08.000,General ,TIKTOK_BUSINESS,Evil Exhibited ,2789,130,Video
959,2023-03-05 16:49:53.367,General ,TWITTER,Community Engagement ,18989,644,Video
960,2023-03-05 16:47:30.120,General ,TWITTER,Community Engagement ,16300,87,Photo
961,2023-03-05 16:42:16.554,DOTA2,TWITTER,Community Engagement ,6235,310,Text
962,2023-03-05 16:42:16.000,General ,FBPAGE,Community Engagement ,54894,11330,Text
963,2023-03-05 15:53:28.875,General ,TWITTER,Community Engagement ,1161,29,Video
964,2023-03-05 15:17:57.668,General ,TWITTER,Community Engagement ,24241,398,Photo
965,2023-03-05 15:11:52.815,General ,TWITTER,Community Engagement ,13752,64,Photo
966,2023-03-05 12:30:07.378,Valorant,YOUTUBE,Evil Exhibited ,488,21,Video
967,2023-03-05 11:33:49.000,General ,FBPAGE,N/A ,0,0,Text
968,2023-03-05 06:00:49.000,General ,INSTAGRAM,Evil Exhibited ,9387,114,Video
969,2023-03-05 06:00:13.000,General ,TIKTOK_BUSINESS,Evil Exhibited ,466,12,Video
970,2023-03-04 18:18:21.062,General ,TWITTER,Community Engagement ,1148,4,Text
971,2023-03-04 18:17:36.293,General ,TWITTER,Community Engagement ,21106,452,Photo
972,2023-03-04 17:54:17.462,General ,TWITTER,Community Engagement ,19577,750,Video
973,2023-03-04 16:50:10.314,General ,TWITTER,Community Engagement ,15999,280,Photo
974,2023-03-04 15:47:42.295,DOTA2,TWITTER,N/A ,1129,14,Text
975,2023-03-04 14:34:56.120,DOTA2,TWITTER,N/A ,1596,174,Video
976,2023-03-04 13:58:02.077,DOTA2,TWITTER,N/A ,2128,259,Video
977,2023-03-04 12:30:09.480,Content Creators,YOUTUBE,Community Engagement ,37,9,Video
978,2023-03-04 12:30:03.863,Valorant,YOUTUBE,Evil Exhibited ,76,7,Video
979,2023-03-04 11:27:48.862,General ,TWITTER,Evil Exhibited ,7019,101,Video
980,2023-03-04 10:21:21.399,DOTA2,TWITTER,N/A ,1884,147,Video
981,2023-03-04 10:01:53.486,DOTA2,TWITTER,N/A ,83,6,Text
982,2023-03-04 10:00:01.880,General ,TWITTER,Evil Exhibited ,107804,2444,Photo
983,2023-03-04 09:46:29.657,DOTA2,TWITTER,N/A ,0,0,Video
984,2023-03-04 08:25:26.153,DOTA2,TWITTER,N/A ,1430,125,Video
985,2023-03-04 06:44:27.478,DOTA2,TWITTER,N/A ,1451,50,Text
986,2023-03-04 06:00:46.000,General ,INSTAGRAM,Evil Exhibited ,8498,94,Video
987,2023-03-04 06:00:07.000,General ,TIKTOK_BUSINESS,Evil Exhibited ,970,37,Video
988,2023-03-03 20:00:14.000,General ,INSTAGRAM,Community Engagement ,13020,276,Photo
989,2023-03-03 20:00:02.410,General ,TWITTER,Community Engagement ,22708,1101,Photo
990,2023-03-03 19:37:43.873,DOTA2,TWITTER,N/A ,659,39,Text
991,2023-03-03 19:10:10.342,DOTA2,TWITTER,N/A ,3990,488,Text
992,2023-03-03 19:04:19.185,General ,TWITTER,Community Engagement ,3205,162,Video
993,2023-03-03 19:02:53.000,General ,INSTAGRAM,Community Engagement ,7327,0,Photo
994,2023-03-03 19:01:05.026,DOTA2,TWITTER,N/A ,739,21,Text
995,2023-03-03 18:55:14.302,DOTA2,TWITTER,Community Engagement ,24258,1098,Photo
996,2023-03-03 18:55:13.000,General ,FBPAGE,Community Engagement ,140548,38921,Photo
997,2023-03-03 18:51:15.340,DOTA2,TWITTER,Community Engagement ,9258,690,Photo
998,2023-03-03 18:51:14.000,General ,FBPAGE,Community Engagement ,49862,14293,Photo
999,2023-03-03 18:50:49.000,General ,INSTAGRAM,Community Engagement ,8413,0,Photo
1000,2023-03-03 18:49:20.352,General ,TWITTER,Community Engagement ,70460,4542,Photo
1001,2023-03-03 18:49:20.000,General ,FBPAGE,Community Engagement ,47413,10977,Photo
1002,2023-03-03 18:45:40.598,DOTA2,TWITTER,N/A ,0,0,Video
1003,2023-03-03 18:35:36.165,DOTA2,TWITTER,Community Engagement ,1891,193,Video
1004,2023-03-03 18:35:15.000,General ,FBPAGE,Community Engagement ,23295,3543,Video
1005,2023-03-03 18:22:43.191,DOTA2,TWITTER,N/A ,2861,257,Photo
1006,2023-03-03 18:14:51.874,DOTA2,TWITTER,Community Engagement ,1615,152,Video
1007,2023-03-03 18:14:35.000,General ,FBPAGE,Community Engagement ,18721,1400,Video
1008,2023-03-03 18:13:22.057,General ,TWITTER,Community Engagement ,24340,1244,Video
1009,2023-03-03 18:12:48.000,General ,FBPAGE,Community Engagement ,21922,1695,Video
1010,2023-03-03 18:08:32.101,DOTA2,TWITTER,Community Engagement ,1103,37,Text
1011,2023-03-03 18:08:32.000,General ,FBPAGE,Community Engagement ,33717,2593,Text
1012,2023-03-03 17:52:17.757,General ,TWITTER,Community Engagement ,16021,239,Photo
1013,2023-03-03 17:52:11.000,General ,FBPAGE,Community Engagement ,17399,1249,Video
1014,2023-03-03 17:39:29.834,DOTA2,TWITTER,N/A ,0,0,Text
1015,2023-03-03 17:39:26.086,DOTA2,TWITTER,N/A ,0,0,Text
1016,2023-03-03 17:39:15.914,DOTA2,TWITTER,N/A ,0,0,Text
1017,2023-03-03 17:39:06.000,General ,INSTAGRAM,Community Engagement ,8234,0,Video
1018,2023-03-03 17:39:02.065,DOTA2,TWITTER,N/A ,0,0,Text
1019,2023-03-03 17:38:15.000,General ,FBPAGE,Community Engagement ,27764,3441,Text
1020,2023-03-03 17:38:02.190,DOTA2,TWITTER,Community Engagement ,2683,95,Photo
1021,2023-03-03 17:37:18.190,General ,TWITTER,Community Engagement ,22406,165,Text
1022,2023-03-03 17:28:21.000,General ,INSTAGRAM,Community Engagement ,8323,0,Video
1023,2023-03-03 17:25:03.694,General ,INSTAGRAM,N/A ,0,0,Photo
1024,2023-03-03 17:24:34.000,General ,INSTAGRAM,Community Engagement ,8457,0,Video
1025,2023-03-03 17:22:50.223,DOTA2,TWITTER,Community Engagement ,2679,154,Photo
1026,2023-03-03 17:22:49.000,General ,FBPAGE,Community Engagement ,42921,8930,Photo
1027,2023-03-03 16:47:00.360,DOTA2,TWITTER,N/A ,5254,84,Text
1028,2023-03-03 16:46:59.772,General ,TWITTER,N/A ,0,0,Video
1029,2023-03-03 16:44:12.860,DOTA2,TWITTER,N/A ,992,9,Text
1030,2023-03-03 16:43:16.420,General ,TWITTER,Community Engagement ,3863,189,Video
1031,2023-03-03 16:42:54.371,General ,TWITTER,N/A ,0,0,Photo
1032,2023-03-03 16:41:50.544,General ,TWITTER,Community Engagement ,16323,384,Photo
